nombre_unidad,razon_social,scian_codigo,scian_descripcion,estrato_personal,municipio,estado,colonia,telefono,www,source_url,source_date,exclusion_anexo_a
METOKOTE,METOKOTE DE MEXICO,332810,Recubrimientos y terminados metálicos,101 a 250 personas,Querétaro,Querétaro,QUERETARO,,WWW.PPG.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MEXICO JINYOUNG THECNO,MEXICO JINYOUNG TECHNO,336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,251 y más personas,San Juan del Río,Querétaro,NUEVO PARQUE INDUSTRIAL,4271675916,WWW.JEMTECHNO.CO.KR,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MEXIPC,MEXIPC,335220,Fabricación de aparatos de línea blanca,101 a 250 personas,Colón,Querétaro,PARQUE INDUSTRIAL AEROPUERTO QUERETARO,5548006089,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MICROPLANE MEXICANA,MICROPLANE MEXICANA,332212,Fabricación de utensilios de cocina metálicos,101 a 250 personas,El Marqués,Querétaro,EL MARQUES,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MINOX,MINOX,331510,Moldeo por fundición de piezas de hierro y acero,101 a 250 personas,San Juan del Río,Querétaro,VALLE DE ORO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MITSUBISHI ELECTRIC AUTOMOTIVE DE MEXICO,MITSUBISHI ELECTRIC AUTOMOTIVE DE MEXICO,336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,251 y más personas,El Marqués,Querétaro,ODONNELL AEROPUERTO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MITSUBISHI ELECTRIC DE MEXICO,MITSUBISHI ELECTRIC DE MEXICO,333920,Fabricación de maquinaria y equipo para levantar y trasladar,251 y más personas,San Juan del Río,Querétaro,VALLE DE ORO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MONDRAGON ASSEMBLY,MONDRAGON ASSEMBLY,333510,Fabricación de maquinaria y equipo para la industria metalmecánica,101 a 250 personas,El Marqués,Querétaro,TECNOLOGICO INNOVACION QUERETARO,,WWW.MONDRAGON-ASSEMBLY.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MORGAN TECHNICAL CERAMICS,MORGAN TECHNICAL CERAMICS,333510,Fabricación de maquinaria y equipo para la industria metalmecánica,251 y más personas,San Juan del Río,Querétaro,VALLE DE ORO,5535660851,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MPT ELECTRONICA,CONTROLADORA MABE,334410,Fabricación de componentes electrónicos,251 y más personas,Querétaro,Querétaro,BENITO JUAREZ,5548770179,WWW.MABEGLOBAL.COM/ES_MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MSA DE MEXICO,MSA DE MEXICO,339111,"Fabricación de equipo no electrónico para uso médico, dental y para laboratorio",251 y más personas,El Marqués,Querétaro,EL MARQUES,5539991204,WWW.MSASAFETY.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MT MURAT TIARET,COMPONENTES CABLES ARNESES Y SERVICIOS INDUSTRIALES,336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,101 a 250 personas,El Marqués,Querétaro,GRUPO EMPRESARIAL ENERGETICO QRO,,MURATTICARET.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NARMX QUERETARO,NARMX QUERETARO,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,101 a 250 personas,Querétaro,Querétaro,QUERETARO,,WWW.NARMCO.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NEATON AUTO MEXICANA,NEATON AUTO MEXICANA,336360,Fabricación de asientos y accesorios interiores para vehículos automotores,251 y más personas,El Marqués,Querétaro,EL MARQUES,4423510585,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NETTELHOFF COLECTORES MEXICO,NETTELHOFF COLECTORES MEXICO,336310,Fabricación de motores de gasolina y sus partes para vehículos automotrices,101 a 250 personas,El Marqués,Querétaro,BERNARDO QUINTANA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NEW MOTECH MEX,NEW MOTECH MEX,336340,Fabricación de partes de sistemas de frenos para vehículos automotrices,251 y más personas,Querétaro,Querétaro,QUERETARO,,WWW.NEWMOTECHMEX.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NICRO QUERETARO,NICRO PLATING GROUP QUERETARO,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,251 y más personas,El Marqués,Querétaro,FINSA,,WWW.NICRO.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NIHON PLAST MEXICANA,NIHON PLAST MEXICANA,336360,Fabricación de asientos y accesorios interiores para vehículos automotores,251 y más personas,El Marqués,Querétaro,BERNARDO QUINTANA,,WWW.NIPSA.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NILFISK,NILFISK DE MEXICO MANUFACTURING,333319,Fabricación de otra maquinaria y equipo para el comercio y los servicios,251 y más personas,Querétaro,Querétaro,BENITO JUAREZ,,WWW.NILFISK.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NORGREN MANUFACTURING DE MEXICO,NORGREN MANUFACTURING DE MEXICO,333920,Fabricación de maquinaria y equipo para levantar y trasladar,251 y más personas,Querétaro,Querétaro,QUERETARO,4421863882,WWW.NORGREN.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NOVEM CAR INTERIOR DESIGN MEXICO,NOVEM CAR INTERIOR DESIGN MEXICO,336360,Fabricación de asientos y accesorios interiores para vehículos automotores,251 y más personas,Querétaro,Querétaro,QUERETARO,4421303589,WWW.NOVEM.DE,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
OECHSLER MEXICO,OECHSLER MEXICO,336340,Fabricación de partes de sistemas de frenos para vehículos automotrices,251 y más personas,El Marqués,Querétaro,TECNOLÓGICO E INNOVACION,4421354333,WWW.OECHSLER.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
OERLIKON BALZERS COATING MEXICO,OERLIKON BALZERS COATING MEXICO,332810,Recubrimientos y terminados metálicos,101 a 250 personas,Querétaro,Querétaro,LA MONTAÑA,4423535016,WWW.OERLIKON.COM7BALZERS/MX/MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
OPTRONICS,OPTRONICS,334410,Fabricación de componentes electrónicos,101 a 250 personas,El Marqués,Querétaro,PARQUE TECNOLOGICO INNOVACION QUERETARO,,WWW.OPTRONICS.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
PAS APPLIANCE SYSTEMS,PAS APPLIANCE SYSTEMS,335920,Fabricación de cables de conducción eléctrica,251 y más personas,El Marqués,Querétaro,O DONNELL AEROPUERTO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
PAS APPLIANCE SYSTEMS,PAS APPLIANCE SYSTEMS,335920,Fabricación de cables de conducción eléctrica,251 y más personas,Colón,Querétaro,LOS QUIOTES,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
PETERSON SPRING,RESORTES Y PRODUCTOS METALICOS,332610,"Fabricación de alambre, productos de alambre y resortes",101 a 250 personas,El Marqués,Querétaro,EL MARQUES,,WWW.PSPRING.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
PLASTICOS HELIOS,PLASTICOS HELIOS,333242,Fabricación de maquinaria y equipo para la industria del hule y del plástico,101 a 250 personas,Querétaro,Querétaro,SAN ANTONIO DE LAPUNTA,5565594425,WWW.PLASTICOSHERLIOS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
POINEER METAL FINISHING,GB QRO METAL FINISHING,332810,Recubrimientos y terminados metálicos,101 a 250 personas,El Marqués,Querétaro,O DONNELL AEROPUERTO,,WWW.PIONNERMETAL.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
POWER CONECTION EATON,RPTECH DE MEXICO,334410,Fabricación de componentes electrónicos,251 y más personas,El Marqués,Querétaro,PARQUE INDUSTRIAL TECNOLOGICO INNOVACION,,WWW.ROYALPOWERSOLUTION.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
PREFORMADOS DE MEXICO,PREFORMADOS DE MEXICO,332610,"Fabricación de alambre, productos de alambre y resortes",101 a 250 personas,Querétaro,Querétaro,QUERETARO,,WWW.PLPMEXICO.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
PRETTL DE MEXICO,PRETTL DE MEXICO,336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,101 a 250 personas,Corregidora,Querétaro,INDUSTRIAL BALVANERA,4424534969,WWW.PRETTL.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
PROGRESSIVE STAMPING DE MEXICO,PROGRESSIVE STAMPING DE MEXICO,332110,Fabricación de productos metálicos forjados y troquelados,101 a 250 personas,Querétaro,Querétaro,BENITO JUAREZ,,WWW.PSMMEXICO.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
PROMEGI,PROMEGI,332110,Fabricación de productos metálicos forjados y troquelados,101 a 250 personas,Querétaro,Querétaro,SAN ANTONIO DE LA PUNTA,4428129846,WWW.PROMEGI.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
PXI AUTOMOTIVE MEXICO,PXI AUTOMOTIVE MEXICO,336390,Fabricación de otras partes para vehículos automotrices,101 a 250 personas,El Marqués,Querétaro,TECNOLOGICO INNOVACION QUERETARO,4426809037,WWW.EN.PXI-AUTOMOTIVE.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
Q PUMPS,Q PUMPS,333910,Fabricación de bombas y sistemas de bombeo,101 a 250 personas,Querétaro,Querétaro,JURICA,,WWW.QPUMPS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
Q PUMPS,Q PUMPS,333910,Fabricación de bombas y sistemas de bombeo,101 a 250 personas,Querétaro,Querétaro,JURICA,,WWW.Q-PUMPS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
Q SEALS DE MEXICO,Q SEALS DE MEXICO,335930,"Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas",251 y más personas,El Marqués,Querétaro,PARQUE TECNOLOGICO INNOVACION,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
QSSC,QSSC,332810,Recubrimientos y terminados metálicos,101 a 250 personas,Querétaro,Querétaro,QUERETARO,4426595459,WWW.QSSC.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
RASSINI BYPASA,BYPASA,336330,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices,101 a 250 personas,San Juan del Río,Querétaro,NUEVO PARQUE INDUSTRIAL,,WWW.RASSINI.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
RBP METALURGIA,RBP METALURGIA,333910,Fabricación de bombas y sistemas de bombeo,101 a 250 personas,Querétaro,Querétaro,BENITO JUAREZ,4422171611,WWW.BAMSA.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
REMETEC,REMETEC,332710,Maquinado de piezas metálicas para maquinaria y equipo en general,101 a 250 personas,Querétaro,Querétaro,JURICA,4423276158,WWW.REMETEC.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
RETESA,REMOLQUES TANQUES Y EQUIPOS,336210,Fabricación de carrocerías y remolques,101 a 250 personas,Corregidora,Querétaro,INDUSTRIAL BALVANERA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
REXY,REXY,339950,Fabricación de anuncios y señalamientos,101 a 250 personas,Querétaro,Querétaro,BENITO JUAREZ,,WWW.REXY.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
RICSA IND INTERNACIONAL,RICSA IND INTERNACIONAL,332420,Fabricación de tanques metálicos de calibre grueso,101 a 250 personas,Corregidora,Querétaro,INDUSTRIAL BALVANERA,,WWW.RICSA.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ROBERT BOSCH MEXICO SISTEMAS AUTOMOTRICES QUERETARO,ROBERT BOSCH MEXICO SISTEMAS AUTOMOTRICES,336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,251 y más personas,Colón,Querétaro,AEROTECH,7226459476,WWW.BOSCH.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
RONAL QUERETARO,RONAL QUERETARO,336390,Fabricación de otras partes para vehículos automotrices,251 y más personas,Querétaro,Querétaro,QUERETARO,4424450334,WWW.RONALGROUP.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SAFRAN AIRCRAFT ENGINE MEXICO,SAFRAN AIRCRAFT ENGINE MEXICO,336410,Fabricación de equipo aeroespacial,251 y más personas,Colón,Querétaro,PARQUE AEROESPACIAL DE QUERETARO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SAFRAN LANDING SYSTEMS MEXICO,SAFRAN LANDING SYSTEMS MEXICO,336410,Fabricación de equipo aeroespacial,251 y más personas,Colón,Querétaro,PARQUE AEROESPACIAL DE QUERETARO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SAMSUNG ELECTRONICS DIGITAL APPLIANCES MEXICO,SAMSUNG ELECTRONICS DIGITAL APPLIANCE,335220,Fabricación de aparatos de línea blanca,251 y más personas,Querétaro,Querétaro,PARQUE INDUSTRIAL QUERETARO,,WWW.SAMSUMG.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SANSHO MEXICANA,SANSHO MEXICANA,333242,Fabricación de maquinaria y equipo para la industria del hule y del plástico,101 a 250 personas,Querétaro,Querétaro,QUERETARO,6183046128,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SEAH PRECISION MEXICO,SEAH PRECISION MEXICO,333412,Fabricación de equipo de refrigeración industrial y comercial,251 y más personas,Querétaro,Querétaro,QUERETETARO AMPLIACION,4421459478,WWW.SEAHPRECISION.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SECO TOOLS DE MEXICO,SECO TOOLS DE MEXICO,332710,Maquinado de piezas metálicas para maquinaria y equipo en general,101 a 250 personas,Querétaro,Querétaro,BENITO JUAREZ,,WWW.SECOTOOLS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SISTTEMEX,SISTTEMEX,332310,Fabricación de estructuras metálicas,251 y más personas,Corregidora,Querétaro,INDUSTRIAL BALVANERA,,WWW.SISTTEMEX.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
STEERINGMEX,STEERINGMEX,336330,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices,251 y más personas,El Marqués,Querétaro,FINSA II,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
STEERINGMEX,STEERINGMEX,336330,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices,251 y más personas,El Marqués,Querétaro,FINSA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
STEERINGMEX,STEERINGMEX,336330,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices,251 y más personas,El Marqués,Querétaro,FINSA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
SWOBODA MECHATRONICS,SWOBODA MECHATRONICS,336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,101 a 250 personas,San Juan del Río,Querétaro,NUEVO SAN JUAN,,WWW.SWOBODA.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TE CONNECTIVITY,AMP AMERMEX,334410,Fabricación de componentes electrónicos,251 y más personas,Querétaro,Querétaro,PARQUE INDUSTRIAL FINSA III,,WWW.TECONNECTIVITY.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TECNOLOGIAS EOS,TECNOLOGIAS EOS,335312,Fabricación de equipo y aparatos de distribución de energía eléctrica,101 a 250 personas,Querétaro,Querétaro,REFORMA AGRARIA SEGUNDA SECCION,5586771016,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TECNORAMPA,TECNORAMPA,333920,Fabricación de maquinaria y equipo para levantar y trasladar,251 y más personas,Pedro Escobedo,Querétaro,EL SAUZ BAJO,4271681675,WWW.TECNORAMPA.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
THE GUND COMPANY MEXICO,THE GUND COMPANY MEXICO,335311,Fabricación de motores y generadores eléctricos,251 y más personas,El Marqués,Querétaro,TECNOLOGICO INNOVACION,,WWW.THEGUNDCOMPANY.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TMD FRICTION MEXICO S,TMD FRICTION MEXICO,336340,Fabricación de partes de sistemas de frenos para vehículos automotrices,101 a 250 personas,Querétaro,Querétaro,INDUSTRIAL BENITO JUAREZ,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TOPRE AUTOPARTS MEXICO,TOPRE AUTOPARTS MEXICO,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,251 y más personas,San Juan del Río,Querétaro,NUEVO PARQUE INDUSTRIAL,4271490988,WWW.TOPRE.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TREMEC,TRANSMISIONES Y EQUIPOS MECANICOS,336350,Fabricación de partes de sistemas de transmisión para vehículos automotores,251 y más personas,Pedro Escobedo,Querétaro,CORREDOR DE BORDE,,WWW.TREMEC.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TREMEC,TRANSMISIONES Y EQUIPOS MECANICOS,336350,Fabricación de partes de sistemas de transmisión para vehículos automotores,251 y más personas,Querétaro,Querétaro,BENITO JUAREZ,,WWW.TREMEC.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TROQUELADORA BATESVILLE DE MEXICO,TROQUELADORA BATESVILLE DE MEXICO,332110,Fabricación de productos metálicos forjados y troquelados,251 y más personas,Querétaro,Querétaro,PARQUE INDUSTRIAL QUERETARO,4423524841,WWW.BTDINC.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
TROQUELADOS QUERETARO,TROQUELADOS QUERETARO,336330,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices,101 a 250 personas,Querétaro,Querétaro,QUERETARO,4423051951,WWW.NASG.NET,https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26 (DENUE version 2026-05-20),
